Mês de Data Referencia;Evento;Uf;Total
fevereiro de 2025;Roubo de veículo;PB;263
fevereiro de 2025;Roubo de veículo;PE;944
fevereiro de 2025;Roubo de veículo;PI;272
fevereiro de 2025;Roubo de veículo;PR;134
fevereiro de 2025;Roubo de veículo;RJ;2430
fevereiro de 2025;Roubo de veículo;RN;152
fevereiro de 2025;Roubo de veículo;RO;33
fevereiro de 2025;Roubo de veículo;RR;6
fevereiro de 2025;Roubo de veículo;RS;162
fevereiro de 2025;Roubo de veículo;SC;76
fevereiro de 2025;Roubo de veículo;SE;23
fevereiro de 2025;Roubo de veículo;SP;2250
fevereiro de 2025;Roubo de veículo;TO;25
março de 2025;Roubo de veículo;AC;33
março de 2025;Roubo de veículo;AL;101
março de 2025;Roubo de veículo;AM;41
março de 2025;Roubo de veículo;AP;5
março de 2025;Roubo de veículo;BA;827
março de 2025;Roubo de veículo;CE;460
março de 2025;Roubo de veículo;DF;79
março de 2025;Roubo de veículo;ES;151
março de 2025;Roubo de veículo;GO;48
março de 2025;Roubo de veículo;MA;306
março de 2025;Roubo de veículo;MG;304
março de 2025;Roubo de veículo;MS;25
março de 2025;Roubo de veículo;MT;28
março de 2025;Roubo de veículo;PA;111
março de 2025;Roubo de veículo;PB;400
março de 2025;Roubo de veículo;PE;1013
março de 2025;Roubo de veículo;PI;265
março de 2025;Roubo de veículo;PR;154
março de 2025;Roubo de veículo;RJ;1482
março de 2025;Roubo de veículo;RN;160
março de 2025;Roubo de veículo;RO;27
março de 2025;Roubo de veículo;RR;15
março de 2025;Roubo de veículo;RS;206
março de 2025;Roubo de veículo;SC;61
março de 2025;Roubo de veículo;SE;28
março de 2025;Roubo de veículo;SP;2386
março de 2025;Roubo de veículo;TO;30
abril de 2025;Roubo de veículo;AC;17
abril de 2025;Roubo de veículo;AL;103
abril de 2025;Roubo de veículo;AM;59
abril de 2025;Roubo de veículo;AP;11
abril de 2025;Roubo de veículo;BA;775
abril de 2025;Roubo de veículo;CE;434
abril de 2025;Roubo de veículo;DF;79
abril de 2025;Roubo de veículo;ES;103
abril de 2025;Roubo de veículo;GO;50
abril de 2025;Roubo de veículo;MA;242
abril de 2025;Roubo de veículo;MG;281
abril de 2025;Roubo de veículo;MS;30
abril de 2025;Roubo de veículo;MT;43
abril de 2025;Roubo de veículo;PA;125
abril de 2025;Roubo de veículo;PB;425
abril de 2025;Roubo de veículo;PE;974
abril de 2025;Roubo de veículo;PI;248
abril de 2025;Roubo de veículo;PR;105
abril de 2025;Roubo de veículo;RJ;1579
abril de 2025;Roubo de veículo;RN;182
abril de 2025;Roubo de veículo;RO;29
abril de 2025;Roubo de veículo;RR;9
abril de 2025;Roubo de veículo;RS;158
abril de 2025;Roubo de veículo;SC;49
abril de 2025;Roubo de veículo;SE;38
abril de 2025;Roubo de veículo;SP;2057
abril de 2025;Roubo de veículo;TO;29
maio de 2025;Roubo de veículo;AC;35
maio de 2025;Roubo de veículo;AL;95
maio de 2025;Roubo de veículo;AM;71
maio de 2025;Roubo de veículo;AP;9
maio de 2025;Roubo de veículo;BA;833
maio de 2025;Roubo de veículo;CE;472
maio de 2025;Roubo de veículo;DF;77
maio de 2025;Roubo de veículo;ES;134
maio de 2025;Roubo de veículo;GO;42
maio de 2025;Roubo de veículo;MA;269
maio de 2025;Roubo de veículo;MG;261
maio de 2025;Roubo de veículo;MS;22
maio de 2025;Roubo de veículo;MT;54
maio de 2025;Roubo de veículo;PA;100
maio de 2025;Roubo de veículo;PB;336
maio de 2025;Roubo de veículo;PE;1026
maio de 2025;Roubo de veículo;PI;305
maio de 2025;Roubo de veículo;PR;127
maio de 2025;Roubo de veículo;RJ;1688
maio de 2025;Roubo de veículo;RN;171
maio de 2025;Roubo de veículo;RO;34
maio de 2025;Roubo de veículo;RR;13
maio de 2025;Roubo de veículo;RS;197
maio de 2025;Roubo de veículo;SC;58
maio de 2025;Roubo de veículo;SE;32
maio de 2025;Roubo de veículo;SP;2200
maio de 2025;Roubo de veículo;TO;29
junho de 2025;Roubo de veículo;AC;41
junho de 2025;Roubo de veículo;AL;93
junho de 2025;Roubo de veículo;AM;46
junho de 2025;Roubo de veículo;AP;4
junho de 2025;Roubo de veículo;BA;749
junho de 2025;Roubo de veículo;CE;422
junho de 2025;Roubo de veículo;DF;78
junho de 2025;Roubo de veículo;ES;136
junho de 2025;Roubo de veículo;GO;47
junho de 2025;Roubo de veículo;MA;236
junho de 2025;Roubo de veículo;MG;271
junho de 2025;Roubo de veículo;MS;25
junho de 2025;Roubo de veículo;MT;34
junho de 2025;Roubo de veículo;PA;86
junho de 2025;Roubo de veículo;PB;370
junho de 2025;Roubo de veículo;PE;934
junho de 2025;Roubo de veículo;PI;233
junho de 2025;Roubo de veículo;PR;127
junho de 2025;Roubo de veículo;RJ;1896
junho de 2025;Roubo de veículo;RN;164
junho de 2025;Roubo de veículo;RO;40
junho de 2025;Roubo de veículo;RR;13
junho de 2025;Roubo de veículo;RS;133
junho de 2025;Roubo de veículo;SC;45
junho de 2025;Roubo de veículo;SE;24
junho de 2025;Roubo de veículo;SP;1985
junho de 2025;Roubo de veículo;TO;24
julho de 2025;Roubo de veículo;AC;31
julho de 2025;Roubo de veículo;AL;109
julho de 2025;Roubo de veículo;AM;52
julho de 2025;Roubo de veículo;AP;7
julho de 2025;Roubo de veículo;BA;869
julho de 2025;Roubo de veículo;CE;446
julho de 2025;Roubo de veículo;DF;56
julho de 2025;Roubo de veículo;ES;122
julho de 2025;Roubo de veículo;GO;33
julho de 2025;Roubo de veículo;MA;282
julho de 2025;Roubo de veículo;MG;286
julho de 2025;Roubo de veículo;MS;21
julho de 2025;Roubo de veículo;MT;53
julho de 2025;Roubo de veículo;PA;108
julho de 2025;Roubo de veículo;PB;353
julho de 2025;Roubo de veículo;PE;1129
julho de 2025;Roubo de veículo;PI;238
julho de 2025;Roubo de veículo;PR;130
julho de 2025;Roubo de veículo;RJ;1796
julho de 2025;Roubo de veículo;RN;168
julho de 2025;Roubo de veículo;RO;35
julho de 2025;Roubo de veículo;RR;5
julho de 2025;Roubo de veículo;RS;155
julho de 2025;Roubo de veículo;SC;66
julho de 2025;Roubo de veículo;SE;38
julho de 2025;Roubo de veículo;SP;2020
julho de 2025;Roubo de veículo;TO;27
agosto de 2025;Roubo de veículo;AC;55
agosto de 2025;Roubo de veículo;AL;93
agosto de 2025;Roubo de veículo;AM;40
janeiro de 2026;Roubo de veículo;MG;238
fevereiro de 2026;Roubo de veículo;AC;38
fevereiro de 2026;Roubo de veículo;AL;77
fevereiro de 2026;Roubo de veículo;AM;38
fevereiro de 2026;Roubo de veículo;AP;3
fevereiro de 2026;Roubo de veículo;MG;195
fevereiro de 2026;Roubo de veículo;MS;12
fevereiro de 2026;Roubo de veículo;MT;27
fevereiro de 2026;Roubo de veículo;PA;77
fevereiro de 2026;Roubo de veículo;PB;301
fevereiro de 2026;Roubo de veículo;PE;809
fevereiro de 2026;Roubo de veículo;PI;168
fevereiro de 2026;Roubo de veículo;PR;103
fevereiro de 2026;Roubo de veículo;RJ;2079
fevereiro de 2026;Roubo de veículo;RN;70
fevereiro de 2026;Roubo de veículo;RO;24
fevereiro de 2026;Roubo de veículo;RR;7
fevereiro de 2026;Roubo de veículo;RS;98
fevereiro de 2026;Roubo de veículo;SC;40
fevereiro de 2026;Roubo de veículo;SE;21
fevereiro de 2026;Roubo de veículo;SP;1382
julho de 2020;Roubo de veículo;MG;500
julho de 2020;Roubo de veículo;MS;18
julho de 2020;Roubo de veículo;MT;73
julho de 2020;Roubo de veículo;PA;197
julho de 2020;Roubo de veículo;PB;287
julho de 2020;Roubo de veículo;PE;753
julho de 2020;Roubo de veículo;PI;224
julho de 2020;Roubo de veículo;PR;309
julho de 2020;Roubo de veículo;RJ;1817
julho de 2020;Roubo de veículo;RN;457
julho de 2020;Roubo de veículo;RO;
julho de 2020;Roubo de veículo;RR;44
julho de 2020;Roubo de veículo;RS;637
julho de 2020;Roubo de veículo;SC;117
julho de 2020;Roubo de veículo;SE;175
julho de 2020;Roubo de veículo;SP;2427
julho de 2020;Roubo de veículo;TO;57
agosto de 2020;Roubo de veículo;AC;81
agosto de 2020;Roubo de veículo;AL;53
agosto de 2020;Roubo de veículo;AM;160
agosto de 2020;Roubo de veículo;AP;33
agosto de 2020;Roubo de veículo;BA;699
agosto de 2020;Roubo de veículo;CE;512
agosto de 2020;Roubo de veículo;DF;136
agosto de 2020;Roubo de veículo;ES;224
agosto de 2020;Roubo de veículo;GO;127
agosto de 2020;Roubo de veículo;MA;147
agosto de 2020;Roubo de veículo;MG;440
agosto de 2020;Roubo de veículo;MS;25
agosto de 2020;Roubo de veículo;MT;68
agosto de 2020;Roubo de veículo;PA;201
agosto de 2020;Roubo de veículo;PB;272
agosto de 2020;Roubo de veículo;PE;623
agosto de 2020;Roubo de veículo;PI;259
agosto de 2020;Roubo de veículo;PR;325
agosto de 2020;Roubo de veículo;RJ;1791
agosto de 2020;Roubo de veículo;RN;482
agosto de 2020;Roubo de veículo;RO;
agosto de 2020;Roubo de veículo;RR;56
agosto de 2020;Roubo de veículo;RS;536
agosto de 2020;Roubo de veículo;SC;80
agosto de 2020;Roubo de veículo;SE;144
agosto de 2020;Roubo de veículo;SP;2149
agosto de 2020;Roubo de veículo;TO;31
setembro de 2020;Roubo de veículo;AC;85
setembro de 2020;Roubo de veículo;AL;34
setembro de 2020;Roubo de veículo;AM;152
setembro de 2020;Roubo de veículo;AP;29
setembro de 2020;Roubo de veículo;BA;701
setembro de 2020;Roubo de veículo;CE;478
setembro de 2020;Roubo de veículo;DF;144
setembro de 2020;Roubo de veículo;ES;257
setembro de 2020;Roubo de veículo;GO;155
setembro de 2020;Roubo de veículo;MA;135
setembro de 2020;Roubo de veículo;MG;429
setembro de 2020;Roubo de veículo;MS;29
setembro de 2020;Roubo de veículo;MT;88
setembro de 2020;Roubo de veículo;PA;193
setembro de 2020;Roubo de veículo;PB;240
setembro de 2020;Roubo de veículo;PE;593
setembro de 2020;Roubo de veículo;PI;297
setembro de 2020;Roubo de veículo;PR;328
setembro de 2020;Roubo de veículo;RJ;1742
setembro de 2020;Roubo de veículo;RN;525
setembro de 2020;Roubo de veículo;RO;
setembro de 2020;Roubo de veículo;RR;48
setembro de 2020;Roubo de veículo;RS;502
setembro de 2020;Roubo de veículo;SC;96
setembro de 2020;Roubo de veículo;SE;149
setembro de 2020;Roubo de veículo;SP;2247
setembro de 2020;Roubo de veículo;TO;43
outubro de 2020;Roubo de veículo;AC;89
outubro de 2020;Roubo de veículo;AL;129
outubro de 2020;Roubo de veículo;AM;134
outubro de 2020;Roubo de veículo;AP;48
outubro de 2020;Roubo de veículo;BA;777
outubro de 2020;Roubo de veículo;CE;557
outubro de 2020;Roubo de veículo;DF;153
outubro de 2020;Roubo de veículo;ES;329
outubro de 2020;Roubo de veículo;GO;219
outubro de 2020;Roubo de veículo;MA;212
outubro de 2020;Roubo de veículo;MG;544
outubro de 2020;Roubo de veículo;MS;30
outubro de 2020;Roubo de veículo;MT;99
outubro de 2020;Roubo de veículo;PA;249
outubro de 2020;Roubo de veículo;PB;272
outubro de 2020;Roubo de veículo;PE;627
outubro de 2020;Roubo de veículo;PI;345
outubro de 2020;Roubo de veículo;PR;341
outubro de 2020;Roubo de veículo;RJ;1898
outubro de 2020;Roubo de veículo;RN;508
outubro de 2020;Roubo de veículo;RO;
outubro de 2020;Roubo de veículo;RR;44
outubro de 2020;Roubo de veículo;RS;480
outubro de 2020;Roubo de veículo;SC;85
outubro de 2020;Roubo de veículo;SE;160
outubro de 2020;Roubo de veículo;SP;2354
outubro de 2020;Roubo de veículo;TO;60
novembro de 2020;Roubo de veículo;AC;102
novembro de 2020;Roubo de veículo;AL;141
novembro de 2020;Roubo de veículo;AM;171
novembro de 2020;Roubo de veículo;AP;34
novembro de 2020;Roubo de veículo;BA;752
novembro de 2020;Roubo de veículo;CE;612
novembro de 2020;Roubo de veículo;DF;155
novembro de 2020;Roubo de veículo;ES;277
novembro de 2020;Roubo de veículo;GO;165
novembro de 2020;Roubo de veículo;MA;187
novembro de 2020;Roubo de veículo;MG;578
novembro de 2020;Roubo de veículo;MS;39
novembro de 2020;Roubo de veículo;MT;94
novembro de 2020;Roubo de veículo;PA;210
novembro de 2020;Roubo de veículo;PB;233
novembro de 2020;Roubo de veículo;PE;745
novembro de 2020;Roubo de veículo;PI;337
novembro de 2020;Roubo de veículo;PR;331
novembro de 2020;Roubo de veículo;RJ;2082
novembro de 2020;Roubo de veículo;RN;494
novembro de 2020;Roubo de veículo;RO;
novembro de 2020;Roubo de veículo;RR;54
novembro de 2020;Roubo de veículo;RS;376
novembro de 2020;Roubo de veículo;SC;96
novembro de 2020;Roubo de veículo;SE;114
novembro de 2020;Roubo de veículo;SP;2870
novembro de 2020;Roubo de veículo;TO;65
dezembro de 2020;Roubo de veículo;AC;91
dezembro de 2020;Roubo de veículo;AL;149
dezembro de 2020;Roubo de veículo;AM;163
dezembro de 2020;Roubo de veículo;AP;45
dezembro de 2020;Roubo de veículo;BA;831
dezembro de 2020;Roubo de veículo;CE;663
dezembro de 2020;Roubo de veículo;DF;203
dezembro de 2020;Roubo de veículo;ES;275
dezembro de 2020;Roubo de veículo;GO;185
dezembro de 2020;Roubo de veículo;MA;193
dezembro de 2020;Roubo de veículo;MG;664
dezembro de 2020;Roubo de veículo;MS;48
dezembro de 2020;Roubo de veículo;MT;99
dezembro de 2020;Roubo de veículo;PA;260
dezembro de 2020;Roubo de veículo;PB;229
dezembro de 2020;Roubo de veículo;PE;807
dezembro de 2020;Roubo de veículo;PI;373
dezembro de 2020;Roubo de veículo;PR;298
dezembro de 2020;Roubo de veículo;RJ;2300
dezembro de 2020;Roubo de veículo;RN;487
dezembro de 2020;Roubo de veículo;RO;
dezembro de 2020;Roubo de veículo;RR;86
dezembro de 2020;Roubo de veículo;RS;488
dezembro de 2020;Roubo de veículo;SC;89
dezembro de 2020;Roubo de veículo;SE;169
dezembro de 2020;Roubo de veículo;SP;3622
dezembro de 2020;Roubo de veículo;TO;39
janeiro de 2026;Roubo de veículo;BA;629
fevereiro de 2026;Roubo de veículo;BA;580
janeiro de 2026;Roubo de veículo;BA;
fevereiro de 2026;Roubo de veículo;BA;
agosto de 2025;Roubo de veículo;AP;6
agosto de 2025;Roubo de veículo;BA;780
agosto de 2025;Roubo de veículo;CE;463
agosto de 2025;Roubo de veículo;DF;74
agosto de 2025;Roubo de veículo;ES;90
agosto de 2025;Roubo de veículo;GO;36
agosto de 2025;Roubo de veículo;MA;253
agosto de 2025;Roubo de veículo;MG;254
agosto de 2025;Roubo de veículo;MS;12
agosto de 2025;Roubo de veículo;MT;35
agosto de 2025;Roubo de veículo;PA;83
agosto de 2025;Roubo de veículo;PB;346
agosto de 2025;Roubo de veículo;PE;960
agosto de 2025;Roubo de veículo;PI;258
agosto de 2025;Roubo de veículo;PR;134
agosto de 2025;Roubo de veículo;RJ;1808
agosto de 2025;Roubo de veículo;RN;134
agosto de 2025;Roubo de veículo;RO;19
agosto de 2025;Roubo de veículo;RR;9
agosto de 2025;Roubo de veículo;RS;124
agosto de 2025;Roubo de veículo;SC;48
agosto de 2025;Roubo de veículo;SE;38
agosto de 2025;Roubo de veículo;SP;1976
agosto de 2025;Roubo de veículo;TO;23
setembro de 2025;Roubo de veículo;AC;49
setembro de 2025;Roubo de veículo;AL;87
setembro de 2025;Roubo de veículo;AM;40
setembro de 2025;Roubo de veículo;AP;11
setembro de 2025;Roubo de veículo;BA;717
setembro de 2025;Roubo de veículo;CE;433
setembro de 2025;Roubo de veículo;DF;56
setembro de 2025;Roubo de veículo;ES;104
setembro de 2025;Roubo de veículo;GO;36
setembro de 2025;Roubo de veículo;MA;272
setembro de 2025;Roubo de veículo;MG;252
setembro de 2025;Roubo de veículo;MS;9
setembro de 2025;Roubo de veículo;MT;50
setembro de 2025;Roubo de veículo;PA;113
setembro de 2025;Roubo de veículo;PB;330
setembro de 2025;Roubo de veículo;PE;931
setembro de 2025;Roubo de veículo;PI;195
setembro de 2025;Roubo de veículo;PR;126
setembro de 2025;Roubo de veículo;RJ;1799
setembro de 2025;Roubo de veículo;RN;142
setembro de 2025;Roubo de veículo;RO;36
setembro de 2025;Roubo de veículo;RR;10
setembro de 2025;Roubo de veículo;RS;104
setembro de 2025;Roubo de veículo;SC;45
setembro de 2025;Roubo de veículo;SE;21
setembro de 2025;Roubo de veículo;SP;2016
setembro de 2025;Roubo de veículo;TO;24
outubro de 2025;Roubo de veículo;AC;48
outubro de 2025;Roubo de veículo;AL;95
outubro de 2025;Roubo de veículo;AM;46
outubro de 2025;Roubo de veículo;AP;4
outubro de 2025;Roubo de veículo;BA;720
outubro de 2025;Roubo de veículo;CE;405
outubro de 2025;Roubo de veículo;DF;79
outubro de 2025;Roubo de veículo;ES;97
outubro de 2025;Roubo de veículo;GO;33
outubro de 2025;Roubo de veículo;MA;284
outubro de 2025;Roubo de veículo;MG;246
outubro de 2025;Roubo de veículo;MS;13
outubro de 2025;Roubo de veículo;MT;55
outubro de 2025;Roubo de veículo;PA;98
outubro de 2025;Roubo de veículo;PB;449
outubro de 2025;Roubo de veículo;PE;973
outubro de 2025;Roubo de veículo;PI;174
outubro de 2025;Roubo de veículo;PR;136
outubro de 2025;Roubo de veículo;RJ;1796
outubro de 2025;Roubo de veículo;RN;109
outubro de 2025;Roubo de veículo;RO;31
outubro de 2025;Roubo de veículo;RR;18
outubro de 2025;Roubo de veículo;RS;138
outubro de 2025;Roubo de veículo;SC;48
outubro de 2025;Roubo de veículo;SE;32
outubro de 2025;Roubo de veículo;SP;2004
outubro de 2025;Roubo de veículo;TO;25
novembro de 2025;Roubo de veículo;AC;50
novembro de 2025;Roubo de veículo;AL;98
novembro de 2025;Roubo de veículo;AM;34
novembro de 2025;Roubo de veículo;AP;9
novembro de 2025;Roubo de veículo;BA;721
novembro de 2025;Roubo de veículo;CE;326
novembro de 2025;Roubo de veículo;DF;69
novembro de 2025;Roubo de veículo;ES;111
novembro de 2025;Roubo de veículo;GO;33
novembro de 2025;Roubo de veículo;MA;266
novembro de 2025;Roubo de veículo;MG;246
novembro de 2025;Roubo de veículo;MS;7
novembro de 2025;Roubo de veículo;MT;33
novembro de 2025;Roubo de veículo;PA;67
novembro de 2025;Roubo de veículo;PB;404
novembro de 2025;Roubo de veículo;PE;926
novembro de 2025;Roubo de veículo;PI;162
novembro de 2025;Roubo de veículo;PR;137
novembro de 2025;Roubo de veículo;RJ;2644
novembro de 2025;Roubo de veículo;RN;89
novembro de 2025;Roubo de veículo;RO;24
novembro de 2025;Roubo de veículo;RR;6
novembro de 2025;Roubo de veículo;RS;134
novembro de 2025;Roubo de veículo;SC;40
novembro de 2025;Roubo de veículo;SE;25
novembro de 2025;Roubo de veículo;SP;1907
novembro de 2025;Roubo de veículo;TO;22
dezembro de 2025;Roubo de veículo;AC;31
dezembro de 2025;Roubo de veículo;AL;134
dezembro de 2025;Roubo de veículo;AM;36
dezembro de 2025;Roubo de veículo;AP;4
dezembro de 2025;Roubo de veículo;BA;681
dezembro de 2025;Roubo de veículo;CE;334
dezembro de 2025;Roubo de veículo;DF;58
dezembro de 2025;Roubo de veículo;ES;98
dezembro de 2025;Roubo de veículo;GO;38
dezembro de 2025;Roubo de veículo;MA;308
dezembro de 2025;Roubo de veículo;MG;275
dezembro de 2025;Roubo de veículo;MS;7
dezembro de 2025;Roubo de veículo;MT;52
dezembro de 2025;Roubo de veículo;PA;74
dezembro de 2025;Roubo de veículo;PB;381
dezembro de 2025;Roubo de veículo;PE;1032
dezembro de 2025;Roubo de veículo;PI;208
dezembro de 2025;Roubo de veículo;PR;128
dezembro de 2025;Roubo de veículo;RJ;3660
dezembro de 2025;Roubo de veículo;RN;87
dezembro de 2025;Roubo de veículo;RO;66
dezembro de 2025;Roubo de veículo;RR;11
dezembro de 2025;Roubo de veículo;RS;116
dezembro de 2025;Roubo de veículo;SC;46
dezembro de 2025;Roubo de veículo;SE;28
dezembro de 2025;Roubo de veículo;SP;1911
dezembro de 2025;Roubo de veículo;TO;21
julho de 2021;Roubo de veículo;MG;384
julho de 2021;Roubo de veículo;MS;53
julho de 2021;Roubo de veículo;MT;129
julho de 2021;Roubo de veículo;PA;215
julho de 2021;Roubo de veículo;PB;353
julho de 2021;Roubo de veículo;PE;911
julho de 2021;Roubo de veículo;PI;386
julho de 2021;Roubo de veículo;PR;342
julho de 2021;Roubo de veículo;RJ;2123
julho de 2021;Roubo de veículo;RN;353
julho de 2021;Roubo de veículo;RO;131
julho de 2021;Roubo de veículo;RR;22
julho de 2021;Roubo de veículo;RS;326
julho de 2021;Roubo de veículo;SC;119
julho de 2021;Roubo de veículo;SE;179
julho de 2021;Roubo de veículo;SP;2552
julho de 2021;Roubo de veículo;TO;31
agosto de 2021;Roubo de veículo;AC;83
agosto de 2021;Roubo de veículo;AL;135
agosto de 2021;Roubo de veículo;AM;214
agosto de 2021;Roubo de veículo;AP;40
agosto de 2021;Roubo de veículo;BA;831
agosto de 2021;Roubo de veículo;CE;606
agosto de 2021;Roubo de veículo;DF;169
agosto de 2021;Roubo de veículo;ES;341
agosto de 2021;Roubo de veículo;GO;110
agosto de 2021;Roubo de veículo;MA;426
agosto de 2021;Roubo de veículo;MG;402
agosto de 2021;Roubo de veículo;MS;48
agosto de 2021;Roubo de veículo;MT;133
agosto de 2021;Roubo de veículo;PA;220
agosto de 2021;Roubo de veículo;PB;351
agosto de 2021;Roubo de veículo;PE;817
agosto de 2021;Roubo de veículo;PI;378
agosto de 2021;Roubo de veículo;PR;340
agosto de 2021;Roubo de veículo;RJ;2120
agosto de 2021;Roubo de veículo;RN;316
agosto de 2021;Roubo de veículo;RO;182
agosto de 2021;Roubo de veículo;RR;51
agosto de 2021;Roubo de veículo;RS;315
agosto de 2021;Roubo de veículo;SC;129
agosto de 2021;Roubo de veículo;SE;149
agosto de 2021;Roubo de veículo;SP;2693
agosto de 2021;Roubo de veículo;TO;39
setembro de 2021;Roubo de veículo;AC;89
setembro de 2021;Roubo de veículo;AL;93
setembro de 2021;Roubo de veículo;AM;252
setembro de 2021;Roubo de veículo;AP;46
setembro de 2021;Roubo de veículo;BA;987
setembro de 2021;Roubo de veículo;CE;607
setembro de 2021;Roubo de veículo;DF;175
setembro de 2021;Roubo de veículo;ES;274
setembro de 2021;Roubo de veículo;GO;131
setembro de 2021;Roubo de veículo;MA;495
setembro de 2021;Roubo de veículo;MG;348
setembro de 2021;Roubo de veículo;MS;26
setembro de 2021;Roubo de veículo;MT;134
setembro de 2021;Roubo de veículo;PA;203
setembro de 2021;Roubo de veículo;PB;293
setembro de 2021;Roubo de veículo;PE;720
setembro de 2021;Roubo de veículo;PI;362
setembro de 2021;Roubo de veículo;PR;360
setembro de 2021;Roubo de veículo;RJ;1998
setembro de 2021;Roubo de veículo;RN;322
setembro de 2021;Roubo de veículo;RO;157
setembro de 2021;Roubo de veículo;RR;85
setembro de 2021;Roubo de veículo;RS;372
setembro de 2021;Roubo de veículo;SC;108
setembro de 2021;Roubo de veículo;SE;123
setembro de 2021;Roubo de veículo;SP;2902
setembro de 2021;Roubo de veículo;TO;35
outubro de 2021;Roubo de veículo;AC;88
outubro de 2021;Roubo de veículo;AL;132
outubro de 2021;Roubo de veículo;AM;247
outubro de 2021;Roubo de veículo;AP;53
outubro de 2021;Roubo de veículo;BA;1041
outubro de 2021;Roubo de veículo;CE;603
outubro de 2021;Roubo de veículo;DF;191
outubro de 2021;Roubo de veículo;ES;305
outubro de 2021;Roubo de veículo;GO;135
outubro de 2021;Roubo de veículo;MA;418
outubro de 2021;Roubo de veículo;MG;370
outubro de 2021;Roubo de veículo;MS;36
outubro de 2021;Roubo de veículo;MT;103
outubro de 2021;Roubo de veículo;PA;232
outubro de 2021;Roubo de veículo;PB;320
outubro de 2021;Roubo de veículo;PE;728
outubro de 2021;Roubo de veículo;PI;379
outubro de 2021;Roubo de veículo;PR;285
outubro de 2021;Roubo de veículo;RJ;1889
outubro de 2021;Roubo de veículo;RN;373
outubro de 2021;Roubo de veículo;RO;120
outubro de 2021;Roubo de veículo;RR;81
outubro de 2021;Roubo de veículo;RS;409
outubro de 2021;Roubo de veículo;SC;124
outubro de 2021;Roubo de veículo;SE;124
outubro de 2021;Roubo de veículo;SP;3023
outubro de 2021;Roubo de veículo;TO;32
novembro de 2021;Roubo de veículo;AC;68
novembro de 2021;Roubo de veículo;AL;131
novembro de 2021;Roubo de veículo;AM;261
novembro de 2021;Roubo de veículo;AP;49
novembro de 2021;Roubo de veículo;BA;1063
novembro de 2021;Roubo de veículo;CE;586
novembro de 2021;Roubo de veículo;DF;142
novembro de 2021;Roubo de veículo;ES;325
novembro de 2021;Roubo de veículo;GO;133
novembro de 2021;Roubo de veículo;MA;428
novembro de 2021;Roubo de veículo;MG;392
novembro de 2021;Roubo de veículo;MS;37
novembro de 2021;Roubo de veículo;MT;104
novembro de 2021;Roubo de veículo;PA;268
novembro de 2021;Roubo de veículo;PB;336
novembro de 2021;Roubo de veículo;PE;806
novembro de 2021;Roubo de veículo;PI;384
novembro de 2021;Roubo de veículo;PR;301
novembro de 2021;Roubo de veículo;RJ;1616
novembro de 2021;Roubo de veículo;RN;365
novembro de 2021;Roubo de veículo;RO;142
novembro de 2021;Roubo de veículo;RR;32
novembro de 2021;Roubo de veículo;RS;409
novembro de 2021;Roubo de veículo;SC;110
novembro de 2021;Roubo de veículo;SE;169
novembro de 2021;Roubo de veículo;SP;3236
novembro de 2021;Roubo de veículo;TO;26
dezembro de 2021;Roubo de veículo;AC;61
dezembro de 2021;Roubo de veículo;AL;142
dezembro de 2021;Roubo de veículo;AM;187
dezembro de 2021;Roubo de veículo;AP;46
dezembro de 2021;Roubo de veículo;BA;950
dezembro de 2021;Roubo de veículo;CE;626
dezembro de 2021;Roubo de veículo;DF;146
dezembro de 2021;Roubo de veículo;ES;304
dezembro de 2021;Roubo de veículo;GO;134
dezembro de 2021;Roubo de veículo;MA;459
dezembro de 2021;Roubo de veículo;MG;419
dezembro de 2021;Roubo de veículo;MS;37
dezembro de 2021;Roubo de veículo;MT;124
dezembro de 2021;Roubo de veículo;PA;276
dezembro de 2021;Roubo de veículo;PB;332
dezembro de 2021;Roubo de veículo;PE;859
dezembro de 2021;Roubo de veículo;PI;394
dezembro de 2021;Roubo de veículo;PR;313
dezembro de 2021;Roubo de veículo;RJ;1712
dezembro de 2021;Roubo de veículo;RN;309
dezembro de 2021;Roubo de veículo;RO;123
dezembro de 2021;Roubo de veículo;RR;33
dezembro de 2021;Roubo de veículo;RS;404
dezembro de 2021;Roubo de veículo;SC;126
dezembro de 2021;Roubo de veículo;SE;169
dezembro de 2021;Roubo de veículo;SP;3607
dezembro de 2021;Roubo de veículo;TO;48
janeiro de 2026;Roubo de veículo;CE;213
janeiro de 2026;Roubo de veículo;DF;60
fevereiro de 2026;Roubo de veículo;CE;183
fevereiro de 2026;Roubo de veículo;DF;53
janeiro de 2026;Roubo de veículo;CE;
janeiro de 2026;Roubo de veículo;DF;
fevereiro de 2026;Roubo de veículo;CE;
fevereiro de 2026;Roubo de veículo;DF;
julho de 2019;Roubo de veículo;MG;686
julho de 2019;Roubo de veículo;MS;44
julho de 2019;Roubo de veículo;MT;130
julho de 2019;Roubo de veículo;PA;363
julho de 2019;Roubo de veículo;PB;273
julho de 2019;Roubo de veículo;PE;1211
julho de 2019;Roubo de veículo;PI;357
julho de 2019;Roubo de veículo;PR;508
julho de 2019;Roubo de veículo;RJ;3197
julho de 2019;Roubo de veículo;RN;450
julho de 2019;Roubo de veículo;RO;
julho de 2019;Roubo de veículo;RR;31
julho de 2019;Roubo de veículo;RS;868
julho de 2019;Roubo de veículo;SC;130
